StudyCode,SRA,Layout
ED27,SRR11362554,Paired
ED27,SRR11362555,Paired
ED27,SRR11362556,Paired
ED27,SRR11362557,Paired
MK28,SRR13253945,Paired
MK28,SRR13253946,Paired
MK28,SRR13253947,Paired
MK28,SRR13253948,Paired
MK28,SRR13253949,Paired
MK28,SRR13253950,Paired
MK28,SRR13249466,Paired
MK28,SRR13249468,Paired
MK28,SRR13249470,Paired
MK28,SRR13249472,Paired
MK28,SRR13249474,Paired
MK28,SRR13249465,Paired
MK28,SRR13249467,Paired
MK28,SRR13249469,Paired
MK28,SRR13249471,Paired
MK28,SRR13249473,Paired
MK28,SRR13155379,Paired
MK28,SRR13155380,Paired
MK28,SRR13155381,Paired
MK28,SRR13155382,Paired
MK28,SRR13155383,Paired
MK28,SRR13155384,Paired
MK28,SRR13155385,Paired
MK28,SRR13155386,Paired
MK28,SRR13155387,Paired
MK28,SRR13155388,Paired
MK28,SRR13155389,Paired
MK28,SRR13155390,Paired
MK28,SRR13155391,Paired
MK28,SRR13155392,Paired
MK28,SRR13155393,Paired
MK28,SRR13155394,Paired
MK28,SRR13155395,Paired
MK28,SRR13155396,Paired
MK28,SRR13155397,Paired
MK28,SRR13155398,Paired
MK28,SRR13155399,Paired
MK28,SRR13155400,Paired
MK28,SRR13155401,Paired
MK28,SRR13155402,Paired
MK28,SRR13155403,Paired
MK28,SRR13155404,Paired
MK28,SRR13155405,Paired
MK28,SRR13155406,Paired
MK28,SRR13155407,Paired
MK28,SRR13155408,Paired
MK28,SRR13155409,Paired
MK28,SRR13155410,Paired
MK28,SRR13156119,Paired
MK28,SRR13156120,Paired
MK28,SRR13156121,Paired
MK28,SRR13156122,Paired
MK28,SRR13156123,Paired
MK28,SRR13156124,Paired
MK28,SRR13156125,Paired
MK28,SRR13156126,Paired
MK28,SRR13156127,Paired
MK28,SRR13156128,Paired
MK28,SRR13156129,Paired
MK28,SRR13156130,Paired
MK28,SRR13156131,Paired
MK28,SRR13156132,Paired
MK28,SRR13156133,Paired
MK28,SRR13156134,Paired
MK28,SRR13156135,Paired
MK28,SRR13156136,Paired
MK28,SRR13156137,Paired
MK28,SRR13156138,Paired
MK28,SRR13156139,Paired
MK28,SRR13156140,Paired
MK28,SRR13156141,Paired
MK28,SRR13156142,Paired
MK28,SRR13156143,Paired
MK28,SRR13156144,Paired
MK28,SRR13156145,Paired
MK28,SRR13156146,Paired
MK28,SRR13156147,Paired
MK28,SRR13156148,Paired
MK28,SRR13132290,Paired
MK28,SRR13132291,Paired
MK28,SRR13132292,Paired
MK28,SRR13132293,Paired
MK28,SRR13132294,Paired
MK28,SRR13132295,Paired
MK28,SRR13132296,Paired
MK28,SRR13132297,Paired
MK28,SRR13132298,Paired
MK28,SRR13132299,Paired
MK28,SRR13132300,Paired
MK28,SRR13132301,Paired
MK28,SRR13132302,Paired
MK28,SRR13132303,Paired
MK28,SRR13132304,Paired
MK28,SRR13132305,Paired
MK28,SRR13132306,Paired
MK28,SRR13132307,Paired
MK28,SRR13132308,Paired
MK28,SRR13132309,Paired
MK28,SRR13132310,Paired
MK28,SRR13132311,Paired
MK28,SRR13132312,Paired
MK28,SRR13132313,Paired
MK28,SRR13132314,Paired
MK28,SRR13132315,Paired
MK28,SRR13132316,Paired
MK28,SRR13132317,Paired
MK28,SRR13132318,Paired
MK28,SRR13132319,Paired
MK28,SRR13132320,Paired
MK28,SRR13132321,Paired
MK28,SRR13277436,Paired
MK28,SRR13277437,Paired
MK28,SRR13277438,Paired
MK28,SRR13277439,Paired
MK28,SRR13277440,Paired
MK28,SRR13277441,Paired
MK28,SRR13277442,Paired
MK28,SRR13277443,Paired
MK28,SRR13277444,Paired
MK28,SRR13280178,Paired
MK28,SRR13280179,Paired
MK28,SRR13280180,Paired
MK28,SRR13280181,Paired
MK28,SRR13280182,Paired
MK28,SRR13280183,Paired
MK28,SRR13280184,Paired
MK28,SRR13280185,Paired
MK28,SRR13280186,Paired
MK28,SRR13280187,Paired
MK28,SRR13274856,Paired
MK28,SRR13274857,Paired
MK28,SRR13274858,Paired
MK28,SRR13274859,Paired
MK28,SRR13274860,Paired
MK28,SRR13274861,Paired
MK28,SRR13274862,Paired
MK28,SRR13274863,Paired
MK28,SRR13274864,Paired
MK28,SRR13274865,Paired
MK28,SRR13274866,Paired
MK28,SRR13274867,Paired
MK28,SRR13274868,Paired
MK28,SRR13275130,Paired
MK28,SRR13275131,Paired
MK28,SRR13275132,Paired
MK28,SRR13275133,Paired
MK28,SRR13275134,Paired
MK28,SRR13275135,Paired
MK28,SRR13275136,Paired
MK28,SRR13275137,Paired
MK28,SRR13275138,Paired
MK28,SRR13275169,Paired
MK28,SRR13275170,Paired
MK28,SRR13275171,Paired
MK28,SRR13275172,Paired
MK28,SRR13275173,Paired
MK28,SRR13275174,Paired
MK28,SRR13275175,Paired
MK28,SRR13275176,Paired
MK28,SRR13275177,Paired
MK28,SRR13275178,Paired
MK28,SRR13275179,Paired
MK28,SRR13275180,Paired
MK28,SRR13275181,Paired
MK28,SRR13275182,Paired
MK28,SRR13275183,Paired
MK28,SRR13275184,Paired
MK28,SRR13275185,Paired
MK28,SRR13302386,Paired
MK28,SRR13302387,Paired
MK28,SRR13302388,Paired
MK28,SRR13302389,Paired
MK28,SRR13302390,Paired
MK28,SRR13302391,Paired
MK28,SRR13302392,Paired
MK28,SRR13302498,Paired
MK28,SRR13302499,Paired
MK28,SRR13302500,Paired
MK28,SRR13302501,Paired
MK28,SRR13302502,Paired
MK28,SRR13302503,Paired
MK28,SRR13302504,Paired
MK28,SRR13284884,Paired
MK28,SRR13284885,Paired
MK28,SRR13284886,Paired
MK28,SRR13284887,Paired
MK28,SRR13284888,Paired
MK28,SRR13284889,Paired
MK28,SRR13286853,Paired
MK28,SRR13286854,Paired
MK28,SRR13286855,Paired
MK28,SRR13286856,Paired
MK28,SRR13286857,Paired
MK28,SRR13286858,Paired
MK28,SRR13286859,Paired
MK28,SRR13292266,Paired
MK28,SRR13292267,Paired
MK28,SRR13292268,Paired
MK28,SRR13292269,Paired
MK28,SRR13292270,Paired
MK28,SRR13292271,Paired
MK28,SRR13292272,Paired
MK28,SRR13292273,Paired
MK28,SRR13292274,Paired
MK28,SRR13292275,Paired
MK28,SRR13292323,Paired
MK28,SRR13292324,Paired
MK28,SRR13292325,Paired
MK28,SRR13292326,Paired
MK28,SRR13292327,Paired
MK28,SRR13292328,Paired
MK28,SRR13292329,Paired
MK28,SRR13292330,Paired
MK28,SRR13292331,Paired
MK28,SRR13297065,Paired
MK28,SRR13297066,Paired
MK28,SRR13297067,Paired
MK28,SRR13297068,Paired
MK28,SRR13297069,Paired
MK28,SRR13297070,Paired
YL30,SRR9040835,Paired
YL30,SRR9040836,Paired
YL30,SRR9040837,Paired
YL30,SRR9040838,Paired
YL30,SRR9040839,Paired
YL30,SRR9040840,Paired
YL30,SRR9040841,Paired
YL30,SRR9040842,Paired
YL30,SRR9040843,Paired
YL30,SRR9040844,Paired
YL30,SRR9040845,Paired
YL30,SRR9040846,Paired
YL30,SRR9040847,Paired
YL30,SRR9040848,Paired
YL30,SRR9040849,Paired
YL30,SRR9040850,Paired
YL30,SRR9040851,Paired
YL30,SRR9040852,Paired
YL30,SRR9040853,Paired
YL30,SRR9040854,Paired
YL30,SRR9040855,Paired
YL30,SRR9040856,Paired
YL30,SRR9040857,Paired
YL30,SRR9040858,Paired
YL30,SRR9040859,Paired
YL30,SRR9040860,Paired
YL30,SRR9040861,Paired
YL30,SRR9040862,Paired
YL30,SRR9040863,Paired
YL30,SRR9040864,Paired
YL30,SRR9040865,Paired
YL30,SRR9040866,Paired
YL30,SRR9040867,Paired
YL30,SRR9040868,Paired
YL30,SRR9040869,Paired
YL30,SRR9040870,Paired
YL30,SRR9040871,Paired
YL30,SRR9040872,Paired
YL30,SRR9040873,Paired
YL30,SRR9040874,Paired
YL30,SRR9040875,Paired
YL30,SRR9040876,Paired
YL30,SRR9040877,Paired
YL30,SRR9040878,Paired
YL30,SRR9040879,Paired
YL30,SRR9040880,Paired
YL30,SRR9040881,Paired
YL30,SRR9040882,Paired
YL30,SRR9040883,Paired
YL30,SRR9040884,Paired
YL30,SRR9040885,Paired
YL30,SRR9040886,Paired
YL30,SRR9040887,Paired
YL30,SRR9040888,Paired
YL30,SRR9040889,Paired
YL30,SRR9040890,Paired
YL30,SRR9040891,Paired
YL30,SRR9040892,Paired
YL30,SRR9040893,Paired
YL30,SRR9040894,Paired
YL30,SRR9040895,Paired
YL30,SRR9040896,Paired
YL30,SRR9040897,Paired
YL30,SRR9040898,Paired
YL30,SRR9040899,Paired
YL30,SRR9040900,Paired
YL30,SRR9040901,Paired
YL30,SRR9040902,Paired
YL30,SRR9040903,Paired
YL30,SRR9040904,Paired
SR31,ERR2272989,Paired
SR31,ERR2272990,Paired
SR31,ERR2272991,Paired
SR31,ERR2272992,Paired
SR31,ERR2272993,Paired
SR31,ERR2272994,Paired
SR31,ERR2272995,Paired
SR31,ERR2272996,Paired
SR31,ERR2272997,Paired
SR31,ERR2272998,Paired
SR31,ERR2272999,Paired
SR31,ERR2273000,Paired
SR31,ERR2273001,Paired
SR31,ERR2273002,Paired
SR31,ERR2273003,Paired
SR31,ERR2273004,Paired
SR31,ERR2273005,Paired
SR31,ERR2273006,Paired
SR31,ERR2273007,Paired
SR31,ERR2273008,Paired
SR31,ERR2273009,Paired
SR31,ERR2273010,Paired
SR31,ERR2273011,Paired
SR31,ERR2273012,Paired
SR31,ERR2273013,Paired
SR31,ERR2273014,Paired
SR31,ERR2273015,Paired
SR31,ERR2273016,Paired
SR31,ERR2273017,Paired
SR31,ERR2273018,Paired
SR31,ERR2273019,Paired
SR31,ERR2273020,Paired
SR31,ERR2273021,Paired
YL32,ERR3427610,Paired
YL32,ERR3427611,Paired
YL32,ERR3427613,Paired
YL32,ERR3427616,Paired
YL32,ERR3427609,Paired
YL32,ERR3427612,Paired
YL32,ERR3427615,Paired
EE33,ERR5330023,Paired
EE33,ERR5330024,Paired
EE33,ERR5330025,Paired
EE33,ERR5330026,Paired
EE33,ERR5330027,Paired
EE33,ERR5330028,Paired
EE33,ERR5330029,Paired
EE33,ERR5330030,Paired
EE33,ERR5330031,Paired
EE33,ERR5330032,Paired
EE33,ERR5330033,Paired
EE33,ERR5330034,Paired
EE33,ERR5330035,Paired
EE33,ERR5330036,Paired
EE33,ERR5330037,Paired
EE33,ERR5330038,Paired
EE33,ERR5330039,Paired
EE33,ERR5330040,Paired
EE33,ERR5330041,Paired
EE33,ERR5330042,Paired
EE33,ERR5330043,Paired
EE33,ERR5330044,Paired
EE33,ERR5330045,Paired
EE33,ERR5330046,Paired
EE33,ERR5330047,Paired
EE33,ERR5330048,Paired
EE33,ERR5330049,Paired
EE33,ERR5330050,Paired
EE33,ERR5330051,Paired
EE33,ERR5330052,Paired
EE33,ERR5330053,Paired
EE33,ERR5330054,Paired
EE33,ERR5330055,Paired
EE33,ERR5330056,Paired
EE33,ERR5330057,Paired
EE33,ERR5330058,Paired
EE33,ERR5330059,Paired
EE33,ERR5330060,Paired
EE33,ERR5330061,Paired
EE33,ERR5330062,Paired
EE33,ERR5330063,Paired
EE33,ERR5330064,Paired
EE33,ERR5330065,Paired
EE33,ERR5330066,Paired
EE33,ERR5330067,Paired
EE33,ERR5330068,Paired
EE33,ERR5330069,Paired
EE33,ERR5330070,Paired
EE33,ERR5330071,Paired
EE33,ERR5330072,Paired
EE33,ERR5330262,Paired
EE33,ERR5330263,Paired
EE33,ERR5330264,Paired
EE33,ERR5330265,Paired
EE33,ERR5330266,Paired
EE33,ERR5330267,Paired
EE33,ERR5330268,Paired
EE33,ERR5330269,Paired
EE33,ERR5330270,Paired
EE33,ERR5330271,Paired
EE33,ERR5330272,Paired
EE33,ERR5330273,Paired
EE33,ERR5330274,Paired
EE33,ERR5330275,Paired
EE33,ERR5330276,Paired
EE33,ERR5330277,Paired
EE33,ERR5330278,Paired
EE33,ERR5330279,Paired
EE33,ERR5330280,Paired
EE33,ERR5330281,Paired
EE33,ERR5330282,Paired
EE33,ERR5330283,Paired
EE33,ERR5330284,Paired
EE33,ERR5330285,Paired
EE33,ERR5330286,Paired
EE33,ERR5330287,Paired
EE33,ERR5330288,Paired
EE33,ERR5330289,Paired
EE33,ERR5330290,Paired
EE33,ERR5330291,Paired
EE33,ERR5330292,Paired
EE33,ERR5330293,Paired
EE33,ERR5330294,Paired
EE33,ERR5330295,Paired
EE33,ERR5330296,Paired
EE33,ERR5330297,Paired
EE33,ERR5330298,Paired
EE33,ERR5330299,Paired
EE33,ERR5330300,Paired
EE33,ERR5330301,Paired
EE33,ERR5330302,Paired
EE33,ERR5330303,Paired
EE33,ERR5330304,Paired
EE33,ERR5330305,Paired
EE33,ERR5330306,Paired
EE33,ERR5330307,Paired
EE33,ERR5330308,Paired
EE33,ERR5330309,Paired
EE33,ERR5330310,Paired
EE33,ERR5330311,Paired
EE33,ERR5330329,Paired
EE33,ERR5330330,Paired
EE33,ERR5330331,Paired
EE33,ERR5330332,Paired
EE33,ERR5330333,Paired
EE33,ERR5330334,Paired
EE33,ERR5330335,Paired
EE33,ERR5330336,Paired
EE33,ERR5330337,Paired
EE33,ERR5330338,Paired
EE33,ERR5330339,Paired
EE33,ERR5330340,Paired
EE33,ERR5330341,Paired
EE33,ERR5330342,Paired
EE33,ERR5330343,Paired
EE33,ERR5330344,Paired
EE33,ERR5330345,Paired
EE33,ERR5330346,Paired
EE33,ERR5330347,Paired
EE33,ERR5330348,Paired
EE33,ERR5330349,Paired
EE33,ERR5330350,Paired
EE33,ERR5330351,Paired
EE33,ERR5330352,Paired
EE33,ERR5330353,Paired
EE33,ERR5330354,Paired
EE33,ERR5330355,Paired
EE33,ERR5330356,Paired
EE33,ERR5330357,Paired
EE33,ERR5330358,Paired
EE33,ERR5330359,Paired
EE33,ERR5330360,Paired
EE33,ERR5330361,Paired
EE33,ERR5330362,Paired
EE33,ERR5330363,Paired
EE33,ERR5330364,Paired
EE33,ERR5330365,Paired
EE33,ERR5330366,Paired
EE33,ERR5330367,Paired
EE33,ERR5330368,Paired
EE33,ERR5330369,Paired
EE33,ERR5330370,Paired
EE33,ERR5330371,Paired
EE33,ERR5330372,Paired
EE33,ERR5330373,Paired
EE33,ERR5330374,Paired
EE33,ERR5330375,Paired
EE33,ERR5330376,Paired
EE33,ERR5330377,Paired
EE33,ERR5330378,Paired
EE33,ERR5330390,Paired
EE33,ERR5330391,Paired
EE33,ERR5330392,Paired
EE33,ERR5330393,Paired
EE33,ERR5330394,Paired
EE33,ERR5330395,Paired
EE33,ERR5330396,Paired
EE33,ERR5330397,Paired
EE33,ERR5330398,Paired
EE33,ERR5330399,Paired
EE33,ERR5330400,Paired
EE33,ERR5330401,Paired
EE33,ERR5330402,Paired
EE33,ERR5330403,Paired
EE33,ERR5330404,Paired
EE33,ERR5330405,Paired
EE33,ERR5330406,Paired
EE33,ERR5330407,Paired
EE33,ERR5330408,Paired
EE33,ERR5330409,Paired
EE33,ERR5330410,Paired
EE33,ERR5330411,Paired
EE33,ERR5330412,Paired
EE33,ERR5330413,Paired
EE33,ERR5330414,Paired
EE33,ERR5330415,Paired
EE33,ERR5330416,Paired
EE33,ERR5330417,Paired
EE33,ERR5330418,Paired
EE33,ERR5330419,Paired
EE33,ERR5330420,Paired
EE33,ERR5330421,Paired
EE33,ERR5330422,Paired
EE33,ERR5330423,Paired
EE33,ERR5330424,Paired
EE33,ERR5330425,Paired
EE33,ERR5330426,Paired
EE33,ERR5330427,Paired
EE33,ERR5330428,Paired
EE33,ERR5330429,Paired
EE33,ERR5330470,Paired
EE33,ERR5330471,Paired
EE33,ERR5330472,Paired
EE33,ERR5330473,Paired
EE33,ERR5330474,Paired
EE33,ERR5330475,Paired
EE33,ERR5330476,Paired
EE33,ERR5330477,Paired
EE33,ERR5330478,Paired
EE33,ERR5330479,Paired
EE33,ERR5330480,Paired
EE33,ERR5330481,Paired
EE33,ERR5330482,Paired
EE33,ERR5330483,Paired
EE33,ERR5330484,Paired
EE33,ERR5330485,Paired
EE33,ERR5330486,Paired
EE33,ERR5330487,Paired
EE33,ERR5330488,Paired
EE33,ERR5330489,Paired
EE33,ERR5330490,Paired
EE33,ERR5330491,Paired
EE33,ERR5330492,Paired
EE33,ERR5330493,Paired
EE33,ERR5330494,Paired
EE33,ERR5330495,Paired
EE33,ERR5330496,Paired
EE33,ERR5330497,Paired
EE33,ERR5330498,Paired
EE33,ERR5330499,Paired
EE33,ERR5330500,Paired
EE33,ERR5330501,Paired
EE33,ERR5330502,Paired
EE33,ERR5330503,Paired
EE33,ERR5330504,Paired
EE33,ERR5330505,Paired
EE33,ERR5330506,Paired
EE33,ERR5330507,Paired
EE33,ERR5330508,Paired
EE33,ERR5330509,Paired
EE33,ERR5330510,Paired
EE33,ERR5330511,Paired
EE33,ERR5330512,Paired
EE33,ERR5330513,Paired
EE33,ERR5330514,Paired
EE33,ERR5330515,Paired
EE33,ERR5330516,Paired
EE33,ERR5330517,Paired
EE33,ERR5330518,Paired
EE33,ERR5330519,Paired
RS12,SRR14273008,Paired
RS12,SRR14273009,Paired
RS12,SRR14273013,Paired
RS12,SRR14273018,Paired
RS12,SRR14273022,Paired
RS12,SRR14273049,Paired
RS12,SRR14273050,Paired
RS12,SRR14273054,Paired
RS12,SRR14273064,Paired
RS12,SRR14273071,Paired
RS12,SRR14273072,Paired
RS12,SRR14273077,Paired
RS12,SRR14273080,Paired
RS12,SRR14273096,Paired
RS12,SRR14273116,Paired
RS12,SRR14273121,Paired
RS12,SRR14273128,Paired
RS12,SRR14273134,Paired
RS12,SRR14273137,Paired
RS12,SRR14273138,Paired
RS12,SRR14273147,Paired
RS12,SRR14273153,Paired
RS12,SRR14273163,Paired
RS12,SRR14273167,Paired
RS12,SRR14273184,Paired
RS12,SRR14273186,Paired
RS12,SRR14273187,Paired
RS12,SRR14273210,Paired
RS12,SRR14273216,Paired
RS12,SRR14273221,Paired
RS12,SRR14273227,Paired
RS12,SRR14273239,Paired
RS12,SRR14273242,Paired
RS12,SRR14273243,Paired
RS12,SRR14273246,Paired
RS12,SRR14273247,Paired
RS12,SRR14273274,Paired
RS12,SRR14273288,Paired
RS12,SRR14273295,Paired
RS12,SRR14273304,Paired
RS12,SRR14273307,Paired
RS12,SRR14273309,Paired
RS12,SRR14273318,Paired
RS12,SRR14273059,Paired
RS12,SRR14273097,Paired
RS12,SRR14273098,Paired
RS12,SRR14273117,Paired
RS12,SRR14273140,Paired
RS12,SRR14273144,Paired
RS12,SRR14273173,Paired
RS12,SRR14273205,Paired
RS12,SRR14273213,Paired
RS12,SRR14273240,Paired
RS12,SRR14273258,Paired
RS12,SRR14273264,Paired
RS12,SRR14273265,Paired
RS12,SRR14273272,Paired
RS12,SRR14273283,Paired
RS12,SRR14273286,Paired
RS12,SRR14273313,Paired
RS12,SRR14273015,Paired
RS12,SRR14273020,Paired
RS12,SRR14273028,Paired
RS12,SRR14273029,Paired
RS12,SRR14273056,Paired
RS12,SRR14273062,Paired
RS12,SRR14273109,Paired
RS12,SRR14273110,Paired
RS12,SRR14273115,Paired
RS12,SRR14273131,Paired
RS12,SRR14273133,Paired
RS12,SRR14273148,Paired
RS12,SRR14273158,Paired
RS12,SRR14273159,Paired
RS12,SRR14273165,Paired
RS12,SRR14273185,Paired
RS12,SRR14273200,Paired
RS12,SRR14273206,Paired
RS12,SRR14273244,Paired
RS12,SRR14273014,Paired
RS12,SRR14273016,Paired
RS12,SRR14273031,Paired
RS12,SRR14273046,Paired
RS12,SRR14273107,Paired
RS12,SRR14273114,Paired
RS12,SRR14273127,Paired
RS12,SRR14273155,Paired
RS12,SRR14273160,Paired
RS12,SRR14273177,Paired
RS12,SRR14273178,Paired
RS12,SRR14273192,Paired
RS12,SRR14273194,Paired
RS12,SRR14273198,Paired
RS12,SRR14273207,Paired
RS12,SRR14273226,Paired
RS12,SRR14273233,Paired
RS12,SRR14273266,Paired
RS12,SRR14273270,Paired
RS12,SRR14273298,Paired
RS12,SRR14273005,Paired
RS12,SRR14273012,Paired
RS12,SRR14273024,Paired
RS12,SRR14273034,Paired
RS12,SRR14273037,Paired
RS12,SRR14273042,Paired
RS12,SRR14273045,Paired
RS12,SRR14273052,Paired
RS12,SRR14273057,Paired
RS12,SRR14273066,Paired
RS12,SRR14273074,Paired
RS12,SRR14273078,Paired
RS12,SRR14273118,Paired
RS12,SRR14273126,Paired
RS12,SRR14273139,Paired
RS12,SRR14273150,Paired
RS12,SRR14273154,Paired
RS12,SRR14273161,Paired
RS12,SRR14273166,Paired
RS12,SRR14273174,Paired
RS12,SRR14273196,Paired
RS12,SRR14273230,Paired
RS12,SRR14273237,Paired
RS12,SRR14273254,Paired
RS12,SRR14273257,Paired
RS12,SRR14273279,Paired
RS12,SRR14273287,Paired
RS12,SRR14273289,Paired
RS12,SRR14273311,Paired
RS12,SRR14273006,Paired
RS12,SRR14273019,Paired
RS12,SRR14273021,Paired
RS12,SRR14273035,Paired
RS12,SRR14273036,Paired
RS12,SRR14273038,Paired
RS12,SRR14273041,Paired
RS12,SRR14273069,Paired
RS12,SRR14273082,Paired
RS12,SRR14273083,Paired
RS12,SRR14273084,Paired
RS12,SRR14273088,Paired
RS12,SRR14273090,Paired
RS12,SRR14273094,Paired
RS12,SRR14273100,Paired
RS12,SRR14273101,Paired
RS12,SRR14273106,Paired
RS12,SRR14273112,Paired
RS12,SRR14273123,Paired
RS12,SRR14273136,Paired
RS12,SRR14273181,Paired
RS12,SRR14273190,Paired
RS12,SRR14273193,Paired
RS12,SRR14273197,Paired
RS12,SRR14273201,Paired
RS12,SRR14273203,Paired
RS12,SRR14273208,Paired
RS12,SRR14273209,Paired
RS12,SRR14273211,Paired
RS12,SRR14273218,Paired
RS12,SRR14273225,Paired
RS12,SRR14273229,Paired
RS12,SRR14273236,Paired
RS12,SRR14273248,Paired
RS12,SRR14273249,Paired
RS12,SRR14273268,Paired
RS12,SRR14273275,Paired
RS12,SRR14273280,Paired
RS12,SRR14273281,Paired
RS12,SRR14273282,Paired
RS12,SRR14273284,Paired
RS12,SRR14273296,Paired
RS12,SRR14273310,Paired
RS12,SRR14273314,Paired
RS12,SRR14273317,Paired
RS12,SRR14273321,Paired
RS12,SRR14273004,Paired
RS12,SRR14273007,Paired
RS12,SRR14273010,Paired
RS12,SRR14273011,Paired
RS12,SRR14273017,Paired
RS12,SRR14273025,Paired
RS12,SRR14273030,Paired
RS12,SRR14273043,Paired
RS12,SRR14273044,Paired
RS12,SRR14273047,Paired
RS12,SRR14273053,Paired
RS12,SRR14273058,Paired
RS12,SRR14273060,Paired
RS12,SRR14273061,Paired
RS12,SRR14273063,Paired
RS12,SRR14273065,Paired
RS12,SRR14273067,Paired
RS12,SRR14273068,Paired
RS12,SRR14273073,Paired
RS12,SRR14273075,Paired
RS12,SRR14273086,Paired
RS12,SRR14273089,Paired
RS12,SRR14273091,Paired
RS12,SRR14273092,Paired
RS12,SRR14273093,Paired
RS12,SRR14273102,Paired
RS12,SRR14273104,Paired
RS12,SRR14273105,Paired
RS12,SRR14273108,Paired
RS12,SRR14273111,Paired
RS12,SRR14273113,Paired
RS12,SRR14273119,Paired
RS12,SRR14273122,Paired
RS12,SRR14273130,Paired
RS12,SRR14273132,Paired
RS12,SRR14273135,Paired
RS12,SRR14273143,Paired
RS12,SRR14273145,Paired
RS12,SRR14273146,Paired
RS12,SRR14273149,Paired
RS12,SRR14273156,Paired
RS12,SRR14273162,Paired
RS12,SRR14273164,Paired
RS12,SRR14273168,Paired
RS12,SRR14273170,Paired
RS12,SRR14273171,Paired
RS12,SRR14273172,Paired
RS12,SRR14273175,Paired
RS12,SRR14273176,Paired
RS12,SRR14273179,Paired
RS12,SRR14273182,Paired
RS12,SRR14273183,Paired
RS12,SRR14273188,Paired
RS12,SRR14273191,Paired
RS12,SRR14273195,Paired
RS12,SRR14273199,Paired
RS12,SRR14273202,Paired
RS12,SRR14273204,Paired
RS12,SRR14273212,Paired
RS12,SRR14273214,Paired
RS12,SRR14273215,Paired
RS12,SRR14273219,Paired
RS12,SRR14273220,Paired
RS12,SRR14273222,Paired
RS12,SRR14273223,Paired
RS12,SRR14273224,Paired
RS12,SRR14273228,Paired
RS12,SRR14273231,Paired
RS12,SRR14273232,Paired
RS12,SRR14273238,Paired
RS12,SRR14273241,Paired
RS12,SRR14273245,Paired
RS12,SRR14273250,Paired
RS12,SRR14273252,Paired
RS12,SRR14273256,Paired
RS12,SRR14273261,Paired
RS12,SRR14273263,Paired
RS12,SRR14273267,Paired
RS12,SRR14273269,Paired
RS12,SRR14273277,Paired
RS12,SRR14273278,Paired
RS12,SRR14273290,Paired
RS12,SRR14273291,Paired
RS12,SRR14273292,Paired
RS12,SRR14273294,Paired
RS12,SRR14273301,Paired
RS12,SRR14273302,Paired
RS12,SRR14273303,Paired
RS12,SRR14273305,Paired
RS12,SRR14273312,Paired
RS12,SRR14273315,Paired
RS12,SRR14273319,Paired
RS12,SRR14273320,Paired
RS12,SRR14273026,Paired
RS12,SRR14273076,Paired
RS12,SRR14273142,Paired
RS12,SRR14273002,Paired
RS12,SRR14273003,Paired
RS12,SRR14273033,Paired
RS12,SRR14273048,Paired
RS12,SRR14273051,Paired
RS12,SRR14273141,Paired
RS12,SRR14273253,Paired
RS12,SRR14273262,Paired
RS12,SRR14273276,Paired
RS12,SRR14273023,Paired
RS12,SRR14273039,Paired
RS12,SRR14273040,Paired
RS12,SRR14273055,Paired
RS12,SRR14273079,Paired
RS12,SRR14273081,Paired
RS12,SRR14273120,Paired
RS12,SRR14273124,Paired
RS12,SRR14273152,Paired
RS12,SRR14273169,Paired
RS12,SRR14273217,Paired
RS12,SRR14273251,Paired
RS12,SRR14273259,Paired
RS12,SRR14273260,Paired
RS12,SRR14273273,Paired
RS12,SRR14273285,Paired
RS12,SRR14273297,Paired
RS12,SRR14273308,Paired
RS12,SRR14273322,Paired
RS12,SRR14273085,Paired
RS12,SRR14273099,Paired
RS12,SRR14273235,Paired
RS12,SRR14273070,Paired
RS12,SRR14273087,Paired
RS12,SRR14273095,Paired
RS12,SRR14273151,Paired
RS12,SRR14273180,Paired
RS12,SRR14273299,Paired
RS12,SRR14273306,Paired
RS12,SRR14273027,Paired
RS12,SRR14273293,Paired
RS12,SRR14273300,Paired
RS12,SRR14273189,Paired
RS12,SRR14273103,Paired
RS12,SRR14273234,Paired
CB24,SRR14255540,Paired
CB24,SRR14255541,Paired
CB24,SRR14255542,Paired
CB24,SRR14255543,Paired
CB24,SRR14255544,Paired
CB24,SRR14255545,Paired
CB24,SRR14255546,Paired
CB24,SRR14255547,Paired
CB24,SRR14255549,Paired
CB24,SRR14255551,Paired
CB24,SRR14255552,Paired
CB24,SRR14255553,Paired
CB24,SRR14255554,Paired
CB24,SRR14255555,Paired
CB24,SRR14255556,Paired
CB24,SRR14255557,Paired
CB24,SRR14255559,Paired
CB24,SRR14255560,Paired
CB24,SRR14255561,Paired
CB24,SRR14255562,Paired
CB24,SRR14255563,Paired
CB24,SRR14255564,Paired
CB24,SRR14255565,Paired
CB24,SRR14255567,Paired
CB24,SRR14255568,Paired
CB24,SRR14255569,Paired
CB24,SRR14255570,Paired
CB24,SRR14255571,Paired
CB24,SRR14255573,Paired
CB24,SRR14255574,Paired
CB24,SRR14255577,Paired
CB24,SRR14255578,Paired
CB24,SRR14255579,Paired
CB24,SRR14255580,Paired
CB24,SRR14255581,Paired
CB24,SRR14255582,Paired
CB24,SRR14255583,Paired
CB24,SRR14255550,Paired
CB24,SRR14255575,Paired
CB24,SRR14255539,Paired
CB24,SRR14255548,Paired
CB24,SRR14255558,Paired
CB24,SRR14255566,Paired
CB24,SRR14255572,Paired
